OID,FID_1,Field1,category,id,latitude,longitude,general_ca,FID_2,label,altname,name,code,centroid_x,centroid_y
6086,7321,15808,tradamerican,bVuM5egkBg4TjpKV2JpsdQ,51.5052327,-0.0217162,American,18,E09000030, ,Tower Hamlets,E09000030,-0.033037201,51.51520157
6087,7322,15809,tradamerican,-xGo3GX3gq4gycKfZFDGGA,51.50436403,-0.019475,American,18,E09000030, ,Tower Hamlets,E09000030,-0.033037201,51.51520157
6088,7324,15815,mexican,m5Nr-4eRJf6-LPDpOpc7zg,51.50468055,-0.018745547,Latin_American,18,E09000030, ,Tower Hamlets,E09000030,-0.033037201,51.51520157
6089,7325,15820,mexican,5_-cyTT9lgyPwRYeCT3XKQ,51.50596,-0.02168,Latin_American,18,E09000030, ,Tower Hamlets,E09000030,-0.033037201,51.51520157
6090,7326,15824,argentine,5uPKZUQT9w3yHchQirj8Kw,51.50526993,-0.027800562,Latin_American,18,E09000030, ,Tower Hamlets,E09000030,-0.033037201,51.51520157
6091,7329,15831,caribbean,bx9WSXdUbzezVFZ7UOsSyg,51.5051938,-0.007199411,Latin_American,18,E09000030, ,Tower Hamlets,E09000030,-0.033037201,51.51520157
6092,7977,26320,french,UWiKhfMbCrxigWfc05jrWA,51.5181672,-0.0712837,French,18,E09000030, ,Tower Hamlets,E09000030,-0.033037201,51.51520157
6093,7979,26355,french,3u6E18F9ZBOtitBsXn-Iag,51.50821353,-0.073471614,French,18,E09000030, ,Tower Hamlets,E09000030,-0.033037201,51.51520157
6094,7980,26396,french,2QDIFUBo0PDZxfcm-P_-nA,51.515647,-0.07286,French,18,E09000030, ,Tower Hamlets,E09000030,-0.033037201,51.51520157
6095,5020,9813,japanese,spJi39touJntl4u4WWujrw,51.5202354,-0.0778747,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6096,5047,9892,newamerican,cWVPR_KxGZzLFyDe5ouG4A,51.52001174,-0.093466201,American,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6097,5077,9936,tradamerican,6g37KkMpkSgDY_VEeISUpg,51.519744,-0.0805419,American,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6098,6640,13725,italian,VWxT2_7782C2tkmRI1Zi9w,51.51125,-0.0793951,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6099,6641,13729,italian,8O9OVXHScu7lXQNO7q8sBg,51.51097367,-0.087902607,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6100,6646,13738,italian,vsKa-KYWNeGo2rREfXrwow,51.513682,-0.089911,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6101,6647,13741,italian,7y-6yaVTFhXTbqIfnbvRQg,51.5155402,-0.090803,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6102,6648,13742,italian,m0gvLU-uPcxFhH1VMCOjzg,51.5135454,-0.0883288,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6103,6651,13751,italian,sVgHnWE1F12boKwg7A7WfA,51.5081132,-0.079700243,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6104,6652,13756,italian,8a3TX9HdHG1PZdMRikUwVQ,51.51414647,-0.074705928,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6105,6653,13757,italian,M5U_bhEd5J5isIQ5u9UsLQ,51.5189617,-0.083632885,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6106,6654,13760,italian,qB9EM2xne51GksoKmGVdyQ,51.509885,-0.083998,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6107,6655,13765,italian,XPQ420ObSADOwcUKxTo53A,51.5139192,-0.0787958,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6108,6656,13767,italian,HXgeDOrhDWOUxw9oP40maA,51.5182,-0.0778137,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6109,6661,13777,italian,OzQErGWd6gfrf2TQRtpamg,51.51089,-0.085022,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6110,6663,13783,italian,PpCXA76oe14H5gXaQPyGLQ,51.517421,-0.088395,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6111,6665,13786,italian,NoJ_9VDZ4GyTGywmsvkH9A,51.51847315,-0.078392923,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6112,6666,13787,italian,oj3692ntKPEoW15sS55xCg,51.5131608,-0.0833866,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6113,6667,13788,italian,VvJ1JyaXDs4QaDoAaghrqg,51.512119,-0.082593,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6114,6671,13798,italian,LKGqDrlf69r1JLAzxmpSmQ,51.509317,-0.080141,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6115,6672,13799,italian,1mIdoLtgmU69IXOP1WDTIg,51.51269,-0.083405,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6116,6673,13800,italian,p1PoNr7dyHGVS55PLO6lNQ,51.5154968,-0.076933,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6117,6677,13806,italian,gcEQjfZA45TmkZ-TKIkL6g,51.512454,-0.083804,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6118,6679,13810,italian,bAp8y5Mn7UZA59pTpQG_kA,51.51452,-0.085332,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6119,6680,13811,italian,h3kkK4-tW1RvV5XIDrNLUw,51.5172545,-0.0880387,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6120,6682,13814,italian,AVyoEgG-6dyaodx5aYRKdA,51.512522,-0.083233,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6121,6684,13816,italian,8MOdLOW_26lDqs9nmYB9zg,51.509846,-0.080008,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6122,6685,13817,italian,h_avfbh1JQS4A1NB8gl5bQ,51.515507,-0.076945,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6123,6686,13820,italian,-2XXfQ1-EDnVoLEkIfoFaA,51.51331,-0.080616,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6124,6688,13825,italian,pYde5-Jt54kjE2ybRi2xNQ,51.51875955,-0.083710156,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6125,6690,13827,italian,dbJJs2c9m1UquFNuKB7Ong,51.5135207,-0.0910932,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6126,6692,13831,italian,sAN2m4YmVLgF5xC9TePloA,51.5162834,-0.0778094,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6127,6695,13835,italian,B94nfnhoylU-kdOLeh4fMg,51.51546482,-0.075318441,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6128,6696,13836,italian,d1Vdj0h-F7_Gp0epyJB8fg,51.51383591,-0.075401001,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6129,6697,13837,italian,EdvQkc9zRUxmWF1oM4wkow,51.518843,-0.079224,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6130,6700,13840,italian,RtwxsXl-WgzNp2zdLe2KeA,51.5121,-0.0754374,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6131,6704,13846,italian,9ANpf7BosRnYU0dMOsjAUA,51.51274931,-0.083634457,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6132,6705,13847,italian,Lm5icD0hhXyWYGiSXh5_IA,51.51716718,-0.086999417,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6133,6706,13848,italian,s8dMBbVCzpdanPL8ahUUSQ,51.5150662,-0.075899,Italian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6134,6711,13859,spanish,ylrlHx0eyaBDA9qSICY1HQ,51.51297,-0.0877973,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6135,6712,13860,spanish,1KeK0DqDe93dzHm1LMoiNA,51.51269,-0.083405,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6136,6713,13861,spanish,cQrWlVTX_0LMrI53m-Ah-A,51.518924,-0.08359,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6137,6715,13864,spanish,6JUS1dP5YeIAp3gqApvwdw,51.515076,-0.075911,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6138,6716,13865,spanish,bAbFz2Q16S7r8eDrEk4TuQ,51.516096,-0.077266,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6139,6717,13866,spanish,zsLT_xm0wic25gugtfm1sw,51.51819505,-0.08437467,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6140,6718,13867,spanish,utRALTc6JCTWQ2HTPnmH7w,51.51098124,-0.081655505,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6141,6719,13868,spanish,jTnrRxJp82iYjJVt8PPITQ,51.51183307,-0.08358727,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6142,6720,13869,spanish,51Nq0e6afkefxTSepcE9Gw,51.5112038,-0.0799059,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6143,6721,13871,spanish,lOHAlqlfl49Lm3Z3RQA84g,51.5123566,-0.075726,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6144,6724,13878,portuguese,uuCvc1TZmCUmp47648Xtrg,51.5120289,-0.083382473,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6145,6726,13885,portuguese,ZLO_WzczR0UUfM62UBNYQA,51.51822662,-0.078748003,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6146,6728,13890,german,EFwQyq_qSoL_3A2oQWL6Ig,51.5172965,-0.085267798,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6147,6729,13893,german,o7PM_2GI50-9mlhQ_0WqyA,51.513202,-0.084998,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6148,6730,13895,german,OkLxXIXO_VPzJ5IsydYdrQ,51.5114775,-0.0775507,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6149,6732,13900,scandinavian,geQ7nECbljb9R2T-vzF-4w,51.5125028,-0.0921989,European_Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6150,6737,13920,moroccan,Ahq12llS_TNg6uJWhzyPdQ,51.5185417,-0.0791675,African,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6151,6740,13935,mediterranean,4cyauUryxXhbDTVvNKrifg,51.5153535,-0.0822509,Mediterranean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6152,6742,13944,mediterranean,mFPvCbJXpXmD50rHAT3zHQ,51.511342,-0.089215,Mediterranean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6153,6744,13948,mediterranean,IXfqW71UvwKzjSg0HsFiFQ,51.5181446,-0.0771446,Mediterranean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6154,6745,13952,mediterranean,k-60sbcMP8pCXtKuSd2SXg,51.5180919,-0.0796553,Mediterranean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6155,6747,13954,mediterranean,tq39TTGEkpnGmZKLJ-SWNQ,51.513846,-0.073679,Mediterranean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6156,6751,13963,mediterranean,qataXYDjcJkiiVX9nqfN8A,51.51879462,-0.088081971,Mediterranean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6157,6752,13965,mediterranean,xqPLlp-_9D7yo1p2Lu6q8Q,51.5178796,-0.0780146,Mediterranean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6158,6761,14026,turkish,yplWuPp5Id1vHr86W6ctdg,51.5159192,-0.0788552,Mediterranean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6159,6763,14029,turkish,pj5_mJ7Ie-R5i-cbWCwaGA,51.5149193,-0.0783236,Mediterranean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6160,6764,14030,turkish,LcVmgf4s3qIpBgZ-a_aTow,51.5120457,-0.0792861,Mediterranean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6161,6765,14040,turkish,LpqU_VpUcSWS9WSJoCppRg,51.51516609,-0.079283988,Mediterranean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6162,6777,14076,pakistani,DhWflgiPpn_Fv1L-w1COvg,51.509509,-0.084114,Pakistani,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6163,6779,14079,pakistani,Xt8ceohuaF3mKg8dEmRvhA,51.5150235,-0.0784859,Pakistani,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6164,6781,14083,pakistani,XmjkZb1snTE_89JnGj-s3w,51.512568,-0.075987,Pakistani,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6165,6784,14088,pakistani,Qq6D-zmODDZi2-6cKft8uQ,51.511087,-0.0843177,Pakistani,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6166,6795,14101,pakistani,iU91jGMRzkvDAxcqMaKToQ,51.5141773,-0.0744815,Pakistani,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6167,6800,14109,pakistani,AYXa_becivOMj5mIJ1R9eA,51.5178322,-0.0774381,Pakistani,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6168,6806,14124,mideastern,OA2vFV4Mk9aOkMMGh2WOgA,51.516582,-0.078355,Middle_Eastern,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6169,6807,14129,mideastern,aMI4aAhVgFi5LwmpSXIgsw,51.518924,-0.08359,Middle_Eastern,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6170,6811,14153,chinese,B6qErK2kNpBUqxO8WL4DEw,51.51010821,-0.077911424,Chinese,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6171,6812,14163,chinese,jZJj43Yhyq4beYoj3Yq9tQ,51.51221705,-0.091088559,Chinese,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6172,6815,14172,chinese,V87Emx7l2P8VG2pj9Mt-_Q,51.51327231,-0.075635616,Chinese,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6173,6818,14176,chinese,1Q5JKrOdiZFn2ogDjCShfw,51.5170655,-0.0879968,Chinese,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6174,6822,14181,chinese,z8Z4xFneAVdgq9hFq7qjrg,51.509678,-0.081268,Chinese,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6175,6823,14184,chinese,WYJP9DZ5xo6LrYRsWkTlfA,51.51390602,-0.075743906,Chinese,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6176,6824,14188,chinese,LeqiFhM9mMPlYX3RiUHl6A,51.5149019,-0.0917166,Chinese,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6177,6826,14192,chinese,KPYBdvM1c_CD6CFLY4Wyfg,51.51113793,-0.092440234,Chinese,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6178,6827,14193,chinese,t3LIGQeXCmdD4Ppt5CDiNA,51.513585,-0.08759,Chinese,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6179,6829,14201,chinese,rEIiH5Ta4ffmLhmy8eNx3Q,51.51673449,-0.077013671,Chinese,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6180,6833,14208,chinese,HXebknykV5je4suDT0zsRA,51.518219,-0.078949,Chinese,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6181,6839,14235,indpak,0BG_mXo4lZWuouRcTXUMLA,51.5169345,-0.0785229,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6182,6841,14238,indpak,uWktn7Cd0uQjJLKit5zvQw,51.5163384,-0.077183247,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6183,6845,14249,indpak,Qw1wLUqeOqLHqe9uQfSoug,51.5135751,-0.079156473,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6184,6850,14263,indpak,14eTskOynZZMLvvJfdcUSw,51.5144334,-0.0750199,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6185,6851,14270,indpak,lti_eKwmCxf1dfitH-L6XA,51.5114972,-0.0920543,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6186,6857,14286,indpak,EpEfUBNrEJVQLD9HCcGIBg,51.51272,-0.091741,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6187,6858,14287,indpak,Xn0JN-3z53Zng9l8LW6cFw,51.5097456,-0.0797928,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6188,6859,14289,indpak,vihWwsU4-DnNyvatYiEuEw,51.5115623,-0.0926378,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6189,6864,14318,indpak,g23ack7_zNsXaC_vxQHXYQ,51.5155604,-0.0756906,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6190,6867,14331,indpak,NMuGRVmkFDzFxoFSP_CDXw,51.509647,-0.080996,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6191,6872,14348,indpak,Re9VmKSsBpEEWUj8_dMnpQ,51.50991759,-0.083502312,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6192,6874,14355,indpak,9wTR6XSC1U3Sr8eyecAtQg,51.5120997,-0.085038,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6193,6875,14359,indpak,VmnJHD7stWQD8bsLQ4ZWmg,51.5154544,-0.078674209,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6194,6876,14360,indpak,A-w-tzQRddfWqJkdhWWSpw,51.5150099,-0.08763,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6195,6877,14362,indpak,zL45LRrv3qIdiJD-_RB2Ng,51.51815149,-0.078475334,Indian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6196,6888,14400,thai,y-aIiTMuzBWQPYF0iwnJBw,51.5172197,-0.0826285,Southeast_Asian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6197,6890,14403,thai,SxonE3GM7Z7apUH1dMzwjg,51.51718675,-0.082547968,Southeast_Asian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6198,6893,14409,thai,9hYrC-ievYICDjRI68wIYw,51.51817669,-0.077352602,Southeast_Asian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6199,6894,14410,thai,wfvajeAek-PTUlFampPvtg,51.5136871,-0.0732401,Southeast_Asian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6200,6895,14413,thai,Lyhna8QgBkqfQJVDRGlu0A,51.5122979,-0.0757345,Southeast_Asian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6201,6897,14421,thai,I_uP40KTq65soUsaml05Bw,51.516935,-0.085114,Southeast_Asian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6202,6901,14426,thai,NDQcvSXwQf0KHQyvn3wU0w,51.51789093,-0.078027003,Southeast_Asian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6203,6902,14440,vietnamese,Uk-YWuojWM6aFByKbmRcRQ,51.5172254,-0.0881208,Southeast_Asian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6204,6904,14443,vietnamese,iuWBWSJ3XIIGW2lBaFAcmA,51.5145411,-0.0917677,Southeast_Asian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6205,6906,14450,vietnamese,a5JoMm4GkeAwLnBjeVpRwg,51.51616695,-0.076273387,Southeast_Asian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6206,6908,14456,vietnamese,Yt6e2HrHgo0RCbrfkEtX8w,51.51216125,-0.088577271,Southeast_Asian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6207,6912,14468,vietnamese,BlOHxDfJueEa4vX016k6sA,51.5106283,-0.0836815,Southeast_Asian,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6208,6915,14485,japanese,5PlHE70o_2WLb66683qG4A,51.5171783,-0.0812366,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6209,6916,14487,japanese,wic6hsbVs4vry2qJDgHd8g,51.51774294,-0.083341599,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6210,6918,14493,japanese,d0PMiUhlGfUuiRheGyuiZA,51.51329954,-0.085446529,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6211,6921,14497,japanese,S9EzTzEMkPKf_D-PcRc2ug,51.5184692,-0.0823595,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6212,6922,14499,japanese,_oa0s86Dk4V2i4hAOVpJWg,51.51784776,-0.079858317,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6213,6923,14500,japanese,2GC_3GC_kSdfAzRndpTvKw,51.508653,-0.079344,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6214,6924,14505,japanese,U8Ly564Fltjp_2S60VrjJw,51.518924,-0.08359,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6215,6925,14507,japanese,AflVvnSgUF8JFR9cJJJagg,51.5186116,-0.0804341,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6216,6927,14511,japanese,yEaHNKhzWXpGmDbjacjsgA,51.51174843,-0.083942643,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6217,6928,14514,japanese,eRaELlnA4wcGvqB6sRlLCg,51.518095,-0.077413,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6218,6929,14515,japanese,NEMapJ2Hcy9hoz910dxe6w,51.5106088,-0.085482001,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6219,6930,14516,japanese,hoE_gGoi0-3zKYAUkglcLA,51.510834,-0.07658,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6220,6931,14519,japanese,C8hh0Q4_-NI4Rou7d2R-Hg,51.5157046,-0.075367,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6221,6932,14520,japanese,MNQhR0PN7R3v0IQ0soEv7Q,51.5180853,-0.0774005,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6222,6933,14521,japanese,dveyXFxyGzKBwnRcimY5MQ,51.51688766,-0.076655999,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6223,6934,14522,japanese,BqrcCM3DB_zcNACQYe8QJw,51.5161819,-0.0760754,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6224,6935,14523,japanese,XP4ecmlnv9URqwbQ73-iAw,51.51502609,-0.081115998,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6225,6936,14524,japanese,gzFc7soCeyobWcps75xmOg,51.51273144,-0.081363686,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6226,6938,14530,japanese,3oE8r5zw3Zzcs9-f3ZwMLw,51.517627,-0.08781,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6227,6939,14533,japanese,CeYvo5ugJW8WQ4x_asG6cQ,51.5149053,-0.0858977,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6228,6941,14535,japanese,adUJUPG7i_EG6SEpbWJHzw,51.50977149,-0.081157444,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6229,6942,14536,japanese,6F69lXk7yuGNiv8JDdFecg,51.51715849,-0.08241422,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6230,6944,14538,japanese,Xc69Zmdm93aO6jJ8igp2Qw,51.51742172,-0.088395,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6231,6945,14539,japanese,qVFO0D23KCuvhgApmuHFfA,51.51797042,-0.081925991,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6232,6946,14540,japanese,919enDQ0EG7V2SQ9dZw98w,51.5114971,-0.0870744,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6233,6947,14541,japanese,OOxvjHM1X-g2AMgAStCnJg,51.5122173,-0.085216,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6234,6948,14544,japanese,iKElh3VtVj9o7qDga1gJlQ,51.51380566,-0.075674169,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6235,6949,14545,japanese,KxP9eF7107E5WWM9SaXLBw,51.5128663,-0.0926836,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6236,6950,14546,japanese,dD7zWEQL5T6oujpl1OKu4g,51.51170153,-0.075147573,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6237,6951,14548,japanese,74jwJpswcv2lkhtO3385mw,51.509461,-0.079534,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6238,6954,14552,japanese,DRO-67299LH0CBtG-AEaIg,51.51361465,-0.078883998,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6239,6955,14553,japanese,XcXMDRiyrmi5qTDyL7p8ZQ,51.5164605,-0.0833249,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6240,6958,14565,korean,x36eYbJHM4Jh93JCZDcPYQ,51.5126762,-0.08339,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6241,6959,14566,korean,JDnq7YE5KVMpy2xXcb3PSg,51.5099376,-0.0837186,Japanese_Korean,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6242,6968,14602,asianfusion,k9BGm2clDOz7XM_qESR3Dg,51.5171814,-0.0812376,Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6243,6969,14604,asianfusion,I6jkNpvhLrxJYxil-ge1fQ,51.51421356,-0.084797002,Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6244,6970,14607,asianfusion,JhmrjmyrIhAVlM0D0n3VoQ,51.516179,-0.080946,Other,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6245,6973,14618,newamerican,FNVZnS3vKsuQ_MdI6NGIiw,51.5097548,-0.0791233,American,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6246,6974,14619,newamerican,aQOl3zuLaqr5Dq84uYyAcQ,51.51551,-0.0777396,American,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6247,6976,14624,newamerican,I6Uw2jx5sBN5A6pRVqrm_Q,51.514812,-0.091113,American,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6248,6979,14634,tradamerican,ZmtcyezJv8HMIT-OuoU-4g,51.513583,-0.089917,American,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
6249,6981,14639,tradamerican,Jz4_SeqY890gv1Z1A3jupg,51.51173019,-0.075750001,American,19,E09000001, ,City of London,E09000001,-0.090804197,51.51390076
